"","fsdisability","HH6.x","HH7.x","HC0","HW1","HW3","HW2","HC8","WS1","WS3","WS7","WS11","helevel","melevel","windex5.y","CB3","CB7","CB11","PR3","FCD2F","FCD2G","FCD2I","FCD2J","FCD2K","FCF1","FCF2","FCF3","HL4","Refugee"
"2249",1,2,50,12,1,1,1,1,11,NA,2,13,1,1,4,12,1,1,0,1,2,2,2,2,2,2,2,2,3
"2250",2,2,50,13,1,1,1,1,51,1,2,13,1,1,4,8,1,2,2,2,2,2,1,2,2,2,2,2,3
"2251",2,2,50,12,1,1,1,1,11,NA,2,13,3,3,5,6,1,2,NA,2,2,2,2,2,2,2,2,1,3
"2252",1,2,50,13,1,1,1,1,11,NA,2,12,1,2,5,6,1,1,NA,1,2,2,2,2,2,2,2,2,1
"2253",2,2,50,12,1,1,1,1,11,NA,2,12,1,1,4,13,1,1,0,2,2,2,2,2,2,2,2,1,3
"2254",2,2,50,12,1,1,1,1,11,NA,2,12,2,3,5,8,1,2,0,1,2,1,1,2,2,2,2,2,3
"2255",1,2,50,12,1,1,1,1,11,NA,2,12,2,1,5,10,1,2,1,1,2,2,2,2,2,2,2,2,3
"2256",2,2,50,13,1,1,1,1,61,NA,2,13,1,2,2,15,2,1,NA,NA,NA,NA,NA,NA,2,2,2,1,3
"2257",2,2,50,12,1,1,1,1,11,NA,2,13,1,2,2,16,2,1,NA,NA,NA,NA,NA,NA,2,2,2,1,3
"2258",2,2,50,13,1,1,1,1,61,NA,2,13,1,1,2,14,2,1,0,2,2,2,2,2,2,2,2,1,3
"2259",2,2,50,13,1,1,1,1,11,NA,2,13,1,1,3,17,2,1,NA,NA,NA,NA,NA,NA,2,2,2,1,3
"2260",1,2,50,13,1,1,1,1,11,NA,2,13,2,3,5,6,1,1,NA,1,2,2,2,2,2,2,2,1,1
"2261",2,2,50,13,1,1,1,1,11,NA,2,12,3,2,5,13,1,1,0,2,2,2,2,2,2,2,2,1,3
"2262",2,2,50,13,1,1,1,1,11,NA,2,13,2,3,5,14,1,1,10,2,2,2,2,2,2,2,2,1,3
"2263",2,2,50,13,1,1,1,1,51,1,2,13,1,2,4,12,1,2,0,2,2,2,2,2,2,2,2,1,3
"2264",2,2,50,12,1,1,1,1,11,NA,2,13,2,1,4,7,1,1,0,2,2,2,2,2,2,2,2,2,3
"2265",2,2,50,13,1,1,1,1,11,NA,2,13,1,2,3,8,1,2,0,1,2,2,2,2,2,2,2,1,3
"2266",2,1,50,12,1,1,1,1,93,NA,2,13,3,3,5,11,1,1,0,1,2,2,2,2,2,2,2,1,3
"2267",2,1,50,12,1,1,1,1,11,NA,2,13,3,3,4,12,1,1,0,2,2,2,2,2,2,2,2,1,3
"2268",2,1,50,12,1,1,1,1,11,NA,2,13,3,3,3,9,1,1,0,2,1,2,2,2,2,2,2,1,3
"2269",2,1,50,12,1,1,1,1,11,NA,2,13,3,2,5,15,1,1,NA,NA,NA,NA,NA,NA,2,2,2,1,3
"2270",2,1,50,13,1,1,1,1,11,NA,2,14,3,3,4,9,1,1,0,2,2,2,2,2,2,2,2,2,3
"2271",2,1,50,12,1,1,1,1,11,NA,2,13,3,3,5,5,1,1,NA,2,2,2,2,2,2,2,2,2,1
"2272",2,1,50,12,1,1,1,1,11,NA,2,13,1,1,3,12,1,1,0,2,2,2,1,2,2,2,2,2,3
"2273",2,1,50,12,1,1,1,1,11,NA,2,13,2,1,3,17,2,2,NA,NA,NA,NA,NA,NA,2,2,2,1,3
"2274",2,1,50,12,1,1,1,1,11,NA,2,13,2,1,2,5,1,1,NA,2,2,2,1,2,2,2,2,1,1
"2275",2,1,50,12,1,1,2,1,11,NA,2,13,2,3,5,15,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,3
"2276",2,1,50,12,1,1,1,1,11,NA,2,13,2,1,3,6,1,2,NA,1,2,2,1,2,2,2,2,1,3
"2277",2,1,50,12,1,1,1,1,11,NA,2,13,2,2,1,9,1,1,0,1,2,2,1,2,2,2,2,2,1
"2278",1,1,50,12,1,1,1,1,11,NA,2,13,1,1,4,7,1,2,0,1,2,2,2,2,2,2,2,2,3
"2279",2,1,50,12,1,1,1,1,11,NA,2,13,3,3,4,9,1,2,0,2,2,2,2,2,2,2,2,2,3
"2280",2,1,5,12,1,1,1,1,31,1,2,13,1,1,4,13,1,1,0,2,2,2,2,2,1,2,2,1,1
"2281",1,1,5,12,1,1,1,1,31,1,2,13,1,2,3,12,1,1,0,1,2,2,1,2,2,2,2,2,3
"2282",2,1,5,12,1,1,1,1,51,1,1,14,3,3,2,12,1,2,1,1,2,2,1,2,2,2,9,1,3
"2283",2,1,5,13,1,1,1,1,11,NA,2,12,3,2,4,5,1,1,NA,1,2,1,1,2,2,2,2,1,3
"2284",2,1,5,12,1,1,1,1,91,NA,2,12,3,2,5,10,1,1,0,1,2,2,2,2,2,2,2,1,3
"2285",2,1,5,13,1,1,1,1,11,NA,1,13,9,1,4,14,1,1,0,2,2,2,2,2,1,2,2,1,3
"2286",2,1,5,12,1,1,1,1,11,NA,2,12,1,1,3,16,1,2,NA,NA,NA,NA,NA,NA,2,2,2,2,3
"2287",2,1,5,12,1,1,1,1,11,NA,2,12,1,3,4,5,1,1,NA,2,2,2,1,2,2,2,2,2,3
"2288",2,1,5,13,1,1,1,1,11,NA,2,12,3,1,3,15,1,1,NA,NA,NA,NA,NA,NA,1,2,2,2,3
"2289",1,1,5,12,1,1,1,1,11,NA,2,13,1,1,4,9,1,2,0,2,2,2,2,2,2,2,2,2,3
"2290",1,1,5,13,1,1,1,1,91,NA,1,12,1,1,3,9,1,1,0,1,2,2,1,2,2,2,2,1,3
"2291",2,1,5,13,1,1,1,1,11,NA,2,12,1,1,3,11,1,2,0,2,2,2,2,2,2,2,2,1,3
"2292",1,1,5,13,1,1,1,1,11,NA,2,13,1,2,3,10,2,2,0,1,2,1,1,2,2,2,2,1,3
"2293",2,1,5,12,1,1,1,1,11,NA,2,12,1,2,3,9,1,1,1,2,2,2,2,2,2,2,2,1,3
"2294",2,1,5,12,1,1,1,1,11,NA,2,12,3,3,4,5,1,1,NA,1,2,2,1,2,2,2,2,1,3
"2295",2,1,50,12,1,1,1,1,11,NA,2,13,1,2,4,6,1,1,NA,2,2,2,2,2,2,2,2,2,3
"2296",2,1,50,12,1,1,1,1,11,NA,2,13,1,2,3,9,1,1,0,1,1,2,2,2,2,2,2,1,3
"2297",2,1,50,12,1,1,1,1,11,NA,2,13,1,2,4,5,NA,2,NA,2,2,2,2,2,2,2,2,1,3
"2298",2,1,50,12,1,1,1,1,11,NA,2,13,1,1,4,16,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,3
"2299",1,1,50,12,1,1,1,1,11,NA,2,13,1,1,4,9,1,1,0,2,2,2,2,2,2,2,2,1,3
"2300",2,1,50,12,1,1,1,1,11,NA,2,13,2,2,4,9,1,2,0,1,2,2,2,2,2,2,2,1,3
"2301",2,1,50,12,1,1,1,1,11,NA,2,13,1,1,4,10,1,2,0,2,2,2,2,2,2,2,2,1,3
"2302",2,1,50,12,1,1,1,1,11,NA,2,13,1,1,3,12,1,1,0,2,2,2,2,2,2,2,2,2,3
"2303",2,1,50,12,1,1,1,1,11,NA,2,13,1,3,4,5,1,1,NA,2,2,2,2,2,2,2,2,1,3
"2304",1,1,50,13,1,1,1,1,11,NA,2,12,2,2,4,17,1,2,NA,NA,NA,NA,NA,NA,2,2,2,2,3
"2305",2,1,50,12,1,1,1,1,11,NA,2,13,1,3,4,13,1,1,0,2,2,2,2,2,2,2,2,1,3
"2306",2,1,50,12,1,1,1,1,11,NA,2,13,1,2,3,6,1,1,NA,1,2,2,2,2,2,2,2,2,3
"2307",2,1,50,12,1,2,1,1,11,NA,2,13,1,1,3,11,1,2,0,2,2,2,2,2,2,2,2,2,3
"2308",2,1,50,12,1,1,1,1,11,NA,2,13,3,2,4,9,1,1,2,1,2,2,2,2,2,2,2,2,3
"2309",2,1,50,12,1,1,1,1,11,NA,2,13,1,3,4,6,1,1,NA,2,2,2,2,2,2,2,2,2,3
"2310",2,2,50,12,1,1,1,1,11,NA,2,13,2,3,3,12,1,1,0,2,2,2,2,2,2,2,2,1,3
"2311",2,2,50,12,1,1,1,1,11,NA,2,13,3,3,4,13,1,1,3,2,2,2,1,2,2,2,2,2,3
"2312",2,2,50,12,1,1,1,1,11,NA,2,12,1,1,3,10,1,1,0,1,2,2,2,2,1,2,2,2,3
"2313",2,2,50,11,1,1,1,1,11,NA,2,13,3,3,4,6,1,2,NA,2,2,2,2,2,2,2,2,1,3
"2314",2,2,50,12,1,1,1,1,93,NA,2,13,2,3,3,16,1,1,NA,NA,NA,NA,NA,NA,2,2,2,1,3
"2315",2,2,50,12,1,1,1,1,11,NA,2,13,1,3,5,8,1,1,0,2,1,2,2,2,2,2,2,1,3
"2316",1,2,50,12,1,1,1,1,11,NA,2,13,2,2,3,12,1,2,0,2,2,2,2,2,2,2,2,2,3
"2317",2,2,50,13,1,1,1,1,93,NA,2,13,2,3,4,5,NA,2,NA,1,2,2,2,2,2,2,2,2,3
"2318",2,2,50,12,1,1,1,1,11,NA,2,13,2,1,5,15,1,2,NA,NA,NA,NA,NA,NA,2,2,2,1,3
"2319",1,2,50,12,1,1,1,1,91,NA,1,13,2,1,4,7,1,1,2,2,2,2,1,2,2,2,2,1,3
"2320",2,2,50,12,1,1,1,1,11,NA,2,13,3,3,5,8,1,1,0,1,2,2,1,2,2,2,2,1,3
"2321",2,2,50,12,1,1,1,1,11,NA,2,13,3,3,4,12,1,2,2,2,2,2,1,2,2,2,2,2,3
"2322",2,2,50,12,1,1,1,1,11,NA,2,13,2,2,4,14,1,1,0,2,2,2,1,1,2,2,2,2,3
"2323",2,2,50,12,1,1,1,1,11,NA,2,13,2,2,5,13,1,1,1,2,2,2,2,2,2,2,2,2,3
"2324",2,1,50,12,1,1,1,1,11,NA,1,11,3,3,3,11,1,1,0,2,2,2,2,2,2,2,2,1,1
"2325",1,1,50,13,1,1,1,1,11,NA,2,11,2,3,4,9,1,1,4,1,2,2,2,2,2,2,2,1,3
"2326",2,1,50,13,1,1,1,1,11,NA,2,11,3,3,4,6,1,2,NA,1,2,2,2,2,2,2,2,2,1
"2327",NA,1,50,13,1,1,1,1,11,NA,2,11,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
"2328",2,1,50,13,5,NA,NA,1,11,NA,2,11,1,2,3,6,1,1,NA,2,2,1,1,2,1,2,2,1,3
"2329",2,1,50,13,1,1,1,1,11,NA,2,11,1,2,3,6,1,1,NA,1,1,1,1,2,2,2,2,1,3
"2330",NA,1,50,13,1,1,1,1,11,NA,2,11,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
"2331",2,1,50,13,1,1,1,1,11,NA,2,11,1,1,4,5,1,1,NA,2,2,2,2,2,2,2,2,2,3
"2332",2,1,50,13,1,1,1,1,11,NA,2,11,1,2,4,16,2,2,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"2333",2,1,50,12,1,1,1,1,11,NA,2,11,2,2,4,10,1,1,3,2,2,2,2,2,2,2,2,1,3
"2334",2,1,50,13,1,1,1,1,11,NA,2,11,2,1,3,11,1,1,0,1,2,2,1,2,2,2,2,1,3
"2335",2,1,50,12,1,1,1,1,11,NA,2,11,1,2,3,8,1,1,0,1,2,2,1,2,2,2,2,1,3
"2336",2,1,50,13,1,1,1,1,11,NA,2,11,1,2,2,14,1,2,0,2,2,2,2,2,2,2,2,1,3
"2337",2,1,50,12,1,1,1,1,11,NA,2,11,2,1,4,17,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,1
"2338",1,1,50,12,1,1,1,1,11,NA,2,11,1,1,3,5,2,1,NA,1,1,2,1,2,2,2,2,2,1
"2339",1,1,50,12,1,1,1,1,11,NA,2,11,1,1,3,6,1,1,NA,1,1,1,1,2,2,2,2,1,1
"2340",2,1,50,12,1,1,1,1,11,NA,2,11,3,3,4,17,1,2,NA,NA,NA,NA,NA,NA,2,2,2,2,3
"2341",2,1,50,13,1,1,1,1,11,NA,2,11,2,3,5,6,1,2,NA,2,2,2,1,2,2,2,2,2,3
"2342",2,1,50,13,1,1,1,1,11,NA,2,11,2,3,5,6,1,1,NA,1,2,1,1,2,2,2,2,1,3
"2343",2,1,50,13,1,1,1,1,11,NA,2,11,1,3,5,11,1,1,3,1,2,2,2,2,2,2,2,2,3
"2344",2,1,50,13,1,1,1,1,12,NA,2,11,3,2,4,10,1,2,6,2,2,2,1,2,2,2,2,1,3
"2345",2,1,50,12,1,1,1,1,51,1,2,11,2,2,4,15,1,2,NA,NA,NA,NA,NA,NA,2,9,2,1,3
"2346",2,1,50,13,1,1,1,1,11,NA,2,11,2,3,5,13,1,2,5,2,2,2,1,2,2,2,2,1,1
"2347",2,1,50,13,1,1,1,1,11,NA,2,11,3,1,5,14,1,2,0,2,2,2,2,2,1,2,2,1,3
"2348",2,1,50,13,1,1,1,1,12,NA,2,11,1,2,5,16,1,1,NA,NA,NA,NA,NA,NA,2,2,2,1,3
"2349",2,1,50,12,1,1,1,1,11,NA,2,11,3,3,5,14,1,1,2,2,2,2,1,2,2,2,2,1,3
"2350",1,1,50,13,1,1,1,1,11,NA,2,11,3,3,5,13,1,1,2,2,2,2,1,2,2,2,2,1,3
"2351",2,1,50,12,1,1,1,1,12,NA,2,11,2,2,3,7,1,1,0,2,2,2,1,2,1,2,2,2,3
"2352",1,1,50,13,1,1,1,1,11,NA,2,11,1,3,5,5,1,2,NA,1,2,2,1,2,2,2,2,1,3
"2353",2,1,50,13,1,1,1,1,11,NA,2,11,3,3,5,14,1,2,0,2,2,2,2,2,2,2,2,1,3
"2354",2,1,50,13,1,1,1,1,61,NA,2,11,2,3,3,5,1,1,NA,1,2,1,1,2,2,2,2,1,3
"2355",2,1,50,13,1,1,1,1,61,NA,2,11,2,1,3,9,1,2,2,2,1,2,1,2,2,2,2,2,3
"2356",2,1,50,13,1,2,1,1,11,NA,2,11,2,3,4,13,1,2,2,2,2,2,2,2,2,2,2,2,3
"2357",2,1,50,13,1,1,1,1,11,NA,1,11,1,2,4,5,1,1,NA,2,2,2,2,2,2,2,2,1,3
"2358",2,1,50,13,1,1,1,1,11,NA,2,11,2,2,5,9,1,2,0,1,2,1,1,2,2,2,2,1,3
"2359",2,1,50,13,1,1,1,1,11,NA,2,11,2,2,4,9,1,2,0,2,2,2,2,2,2,2,2,1,3
"2360",2,1,50,13,1,1,1,1,11,NA,2,11,1,2,5,5,1,2,NA,2,2,2,1,2,2,2,2,2,3
"2361",1,1,50,13,1,1,1,1,11,NA,2,11,1,1,4,9,1,1,0,2,2,2,2,2,2,2,2,1,3
"2362",2,1,50,13,1,1,1,1,11,NA,2,11,1,2,4,12,1,2,0,1,2,2,1,2,2,2,2,1,3
"2363",2,1,50,13,1,1,1,1,11,NA,2,11,1,1,3,13,1,1,0,1,2,2,1,2,2,2,2,2,1
"2364",2,1,50,13,1,1,1,1,11,NA,2,11,2,3,4,6,1,2,NA,1,2,2,2,2,2,2,2,2,3
"2365",2,1,50,13,1,1,1,1,61,NA,2,11,1,3,4,7,1,2,2,2,2,2,1,2,2,2,2,1,3
"2366",2,1,50,13,1,1,1,1,11,NA,2,11,2,1,4,5,1,1,NA,2,2,2,2,2,2,2,2,1,3
"2367",1,1,50,13,1,1,1,1,11,NA,2,11,1,1,3,5,NA,1,NA,1,2,2,2,2,2,2,2,1,3
"2368",2,1,50,13,1,1,1,1,11,NA,2,11,2,2,4,6,1,1,NA,2,2,2,1,2,2,2,2,1,3
"2369",1,1,50,13,1,1,1,1,61,NA,2,13,1,1,3,8,1,1,7,1,2,2,1,2,2,2,2,2,3
"2370",1,1,50,13,1,1,1,1,11,NA,2,11,1,3,5,14,1,1,0,2,2,2,2,2,2,2,2,1,1
"2371",2,1,50,13,1,1,1,1,11,NA,2,11,1,3,5,12,1,2,3,2,2,2,2,2,2,2,2,2,3
"2372",1,1,50,13,1,1,1,1,11,NA,1,11,1,1,3,15,1,1,NA,NA,NA,NA,NA,NA,1,2,2,2,1
"2373",2,1,50,12,1,1,1,1,11,NA,2,11,1,1,2,16,2,2,NA,NA,NA,NA,NA,NA,2,2,2,2,3
"2374",2,1,50,13,1,1,1,1,11,NA,2,11,1,1,4,12,1,1,0,2,2,2,2,2,2,2,2,2,3
"2375",2,1,50,13,1,1,1,1,11,NA,2,11,2,3,4,11,1,2,3,2,1,1,1,2,2,2,2,1,1
"2376",2,1,50,13,2,1,1,1,11,NA,2,11,2,2,4,10,1,1,0,2,2,2,1,2,2,2,2,1,3
"2377",2,1,50,13,1,1,1,1,11,NA,2,11,1,3,4,15,1,2,NA,NA,NA,NA,NA,NA,2,2,2,2,3
"2378",2,1,50,13,1,2,1,1,11,NA,2,11,2,1,4,17,1,2,NA,NA,NA,NA,NA,NA,2,2,2,1,3
"2379",2,1,50,13,3,1,1,1,11,NA,2,13,2,2,2,6,1,2,NA,1,2,1,1,2,2,2,2,2,3
"2380",2,1,50,13,1,1,1,1,11,NA,2,11,1,1,5,17,1,2,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"2381",1,1,50,13,1,1,1,1,11,NA,1,11,1,1,3,16,2,1,NA,NA,NA,NA,NA,NA,2,2,2,2,3
"2382",2,1,50,13,1,1,1,1,61,NA,1,11,2,2,3,5,1,2,NA,1,2,2,1,2,2,2,2,2,3
"2383",2,1,50,13,1,1,1,1,61,NA,2,11,1,1,3,5,1,1,NA,2,2,2,2,2,2,2,2,1,3
"2384",1,1,50,13,1,1,1,1,61,NA,1,11,2,1,2,8,1,1,0,2,2,2,2,2,2,2,2,2,1
"2385",2,1,50,12,1,1,1,1,11,NA,2,11,2,2,3,6,1,2,NA,1,2,1,1,2,2,2,2,2,3
"2386",1,1,50,13,1,1,1,1,11,NA,1,11,1,1,3,12,1,1,10,2,2,2,2,2,2,2,2,2,3
"2387",2,1,50,13,1,1,1,1,61,NA,2,11,2,2,4,10,1,2,5,2,2,2,1,2,2,2,2,2,3
"2388",2,1,50,13,1,1,1,1,61,NA,1,11,1,2,2,11,1,1,0,2,2,2,2,2,2,2,2,1,1
"2389",2,1,50,13,1,1,1,1,11,NA,2,11,1,2,4,5,1,1,NA,2,2,2,1,2,2,2,2,2,3
"2390",1,1,50,13,1,1,1,1,11,NA,2,11,1,2,3,12,1,1,4,2,1,1,1,2,2,2,2,1,3
"2391",2,1,50,13,1,1,1,1,11,NA,2,11,2,2,5,5,1,1,NA,1,2,2,2,2,2,2,2,2,3
"2392",1,1,50,13,1,1,1,1,61,NA,1,11,1,1,2,16,2,2,NA,NA,NA,NA,NA,NA,2,2,2,1,3
"2393",2,1,50,13,1,1,1,1,11,NA,2,11,2,1,4,8,1,1,3,2,2,2,1,2,2,1,2,2,1
"2394",2,1,50,13,1,1,1,1,61,NA,2,11,1,2,3,13,1,1,0,2,2,2,2,2,2,2,2,2,3
"2395",2,1,50,12,1,1,1,1,61,NA,1,11,1,1,2,8,1,2,0,2,1,1,1,2,2,2,2,1,3
"2396",2,1,50,13,1,1,1,1,11,NA,2,11,3,3,3,6,1,2,NA,1,2,2,1,2,1,2,2,1,3
"2397",2,1,50,13,1,1,1,1,11,NA,2,11,2,2,4,6,1,1,NA,2,2,9,2,2,2,2,2,2,3
"2398",2,1,50,13,1,1,1,1,11,NA,2,11,2,3,4,5,1,2,NA,2,2,2,2,2,2,2,2,1,3
"2399",2,1,50,13,1,2,1,1,11,NA,2,11,1,2,3,6,1,1,NA,1,2,1,1,2,2,2,2,2,3
"2400",2,1,50,13,1,1,1,1,61,NA,1,11,3,2,3,11,1,2,0,2,2,2,1,2,2,2,2,2,3
"2401",2,1,50,13,1,1,1,1,61,NA,2,11,1,1,4,17,1,2,NA,NA,NA,NA,NA,NA,2,2,2,1,3
"2402",2,1,50,12,1,1,1,1,11,NA,2,11,1,1,5,8,1,1,10,1,2,2,2,2,2,2,2,2,3
"2403",2,1,50,12,1,1,1,1,61,NA,1,11,2,2,4,13,1,2,0,2,2,2,2,2,2,2,2,2,3
"2404",2,1,50,13,1,1,1,1,61,NA,2,11,2,2,4,15,1,2,NA,NA,NA,NA,NA,NA,2,2,2,1,3
"2405",1,1,50,12,1,1,1,1,61,NA,2,11,1,1,3,14,1,1,0,2,2,2,2,2,2,2,2,1,1
"2406",2,1,50,12,1,1,1,1,61,NA,1,11,1,1,3,16,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,3
"2407",2,1,50,13,1,1,1,1,11,NA,1,11,1,2,4,16,2,2,NA,NA,NA,NA,NA,NA,2,2,2,1,3
"2408",2,1,50,13,1,1,1,1,61,NA,2,11,1,1,4,13,1,1,5,2,2,2,1,2,2,2,2,1,1
"2409",2,1,50,12,1,1,1,1,61,NA,1,12,2,1,2,9,1,2,0,1,2,2,2,2,2,2,2,2,1
"2410",2,1,50,13,1,1,1,1,61,NA,2,11,2,2,4,14,1,1,0,2,2,2,2,2,2,2,2,1,3
"2411",1,1,50,13,1,1,1,1,61,NA,2,11,1,1,2,15,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,3
"2412",2,1,50,13,1,2,1,1,61,NA,1,11,2,2,3,6,1,2,NA,1,2,2,1,2,2,2,2,2,3
"2413",1,1,50,13,1,1,1,1,61,NA,1,11,1,1,2,17,1,2,NA,NA,NA,NA,NA,NA,2,2,2,2,3
"2414",2,1,50,13,1,1,1,1,11,NA,1,11,1,3,4,6,1,2,NA,1,2,2,1,2,2,2,2,2,3
"2415",1,1,50,13,1,2,1,1,61,NA,2,11,3,3,4,6,1,1,NA,1,2,2,1,2,2,9,2,2,3
"2416",2,1,50,13,1,1,1,1,11,NA,2,11,1,1,5,15,1,2,NA,NA,NA,NA,NA,NA,1,2,2,2,3
"2417",2,1,50,13,1,1,1,1,12,NA,2,11,3,2,3,10,1,2,2,2,9,1,1,2,1,2,2,1,3
"2418",2,1,50,13,1,1,1,1,12,NA,1,11,3,1,4,5,1,1,NA,2,2,2,1,2,2,2,2,2,3
"2419",2,1,50,13,1,2,1,1,11,NA,2,11,2,3,4,6,1,1,NA,1,2,1,1,2,2,2,2,2,3
"2420",2,1,50,13,1,1,1,1,61,NA,2,11,2,2,3,6,1,2,NA,2,2,1,1,2,2,2,2,2,3
"2421",2,1,50,13,1,1,1,1,61,NA,2,11,1,1,4,15,1,2,NA,NA,NA,NA,NA,NA,2,2,2,1,3
"2422",2,1,50,13,1,1,1,1,61,NA,2,11,1,2,4,13,1,2,5,1,2,2,1,2,2,2,2,2,3
"2423",2,1,50,12,1,1,1,1,11,NA,1,11,2,1,4,6,1,2,NA,2,2,2,2,2,2,2,2,2,3
"2424",1,1,50,12,1,1,1,1,61,NA,2,11,2,1,3,6,1,1,NA,2,2,1,1,2,2,2,2,2,3
"2425",1,1,50,13,1,1,1,1,12,NA,1,11,1,2,3,5,1,1,NA,1,2,2,2,2,2,2,2,1,3
"2426",2,1,50,13,1,1,1,1,11,NA,2,11,1,2,5,7,1,1,1,1,2,1,2,2,2,2,2,2,3
"2427",2,1,50,13,5,NA,NA,1,11,NA,2,11,1,1,3,10,1,1,0,1,2,2,2,2,2,2,2,2,3
"2428",1,1,50,13,1,1,1,1,11,NA,2,11,2,3,4,7,1,1,2,2,2,2,1,2,2,2,2,1,1
"2429",1,1,50,13,1,1,1,1,11,NA,2,11,1,1,4,9,1,1,3,2,2,2,1,2,2,2,2,1,1
"2430",2,1,50,13,1,1,1,1,11,NA,2,11,2,1,5,5,1,2,NA,1,2,2,1,2,2,2,2,2,3
"2431",2,1,50,12,1,1,1,1,11,NA,2,11,1,2,5,7,1,1,2,1,2,1,1,2,2,2,2,2,3
"2432",1,1,50,13,1,2,1,1,11,NA,2,11,1,2,4,6,1,1,NA,2,2,2,2,2,2,2,2,2,3
"2433",2,1,50,13,1,1,1,1,11,NA,2,11,1,1,4,9,1,1,0,1,2,2,1,2,2,2,2,1,3
"2434",2,1,50,13,1,1,1,1,11,NA,2,11,1,2,4,10,1,2,4,2,2,2,1,2,2,2,2,2,3
"2435",1,1,50,12,1,2,1,1,11,NA,2,11,1,1,3,9,1,1,0,1,2,1,1,2,2,2,2,1,3
"2436",2,1,50,13,1,1,1,1,11,NA,2,11,1,NA,4,17,2,1,NA,NA,NA,NA,NA,NA,2,2,2,2,3
"2437",2,1,50,12,1,1,1,1,51,2,2,11,2,2,1,9,1,2,1,1,2,2,2,2,2,2,2,2,3
"2438",2,1,50,13,1,1,1,1,12,NA,2,11,1,1,4,12,1,2,1,2,2,2,2,2,1,2,2,2,3
"2439",2,2,5,12,1,1,1,1,11,NA,2,12,1,2,3,8,1,1,1,2,2,2,2,2,2,2,2,2,3
"2440",2,2,5,13,1,1,1,1,11,NA,2,13,2,1,5,14,1,2,2,2,2,2,1,2,2,2,2,2,3
"2441",2,2,5,13,1,1,1,1,11,NA,2,13,1,1,3,8,1,2,1,2,2,2,2,9,2,9,9,1,3
"2442",2,2,5,13,1,1,1,1,11,NA,2,12,2,1,3,12,1,1,10,2,2,2,2,2,2,2,2,1,3
"2443",2,2,5,12,1,1,1,1,11,NA,2,13,2,1,3,13,1,2,0,2,2,2,2,2,2,2,2,2,3
"2444",1,2,5,12,1,1,1,1,11,NA,2,12,1,1,4,8,1,1,10,2,2,2,2,2,2,2,2,1,3
"2445",2,2,5,13,1,1,1,1,11,NA,2,13,1,1,4,9,1,1,0,2,2,2,2,2,2,2,2,1,3
"2446",2,2,5,12,3,1,1,1,11,NA,2,12,1,1,2,15,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,3
"2447",2,2,5,12,1,1,1,1,51,1,2,12,1,1,3,15,2,1,NA,NA,NA,NA,NA,NA,2,2,2,1,3
"2448",2,2,5,13,1,1,1,1,93,NA,2,12,2,2,4,9,1,1,10,1,2,2,2,2,2,2,2,2,3
"2449",2,1,50,11,1,1,1,1,11,NA,2,11,1,1,5,13,1,1,6,2,2,2,1,2,2,2,2,1,1
"2450",NA,1,50,13,1,2,1,1,11,NA,2,11,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
"2451",2,1,50,13,1,1,1,1,11,NA,2,11,1,2,5,8,1,2,5,1,1,2,1,2,2,2,2,1,3
"2452",1,1,50,13,1,1,1,1,11,NA,1,11,2,2,5,7,1,1,6,2,2,2,1,2,2,2,2,2,3
"2453",2,1,50,11,1,1,1,1,11,NA,2,13,3,3,5,13,1,2,0,2,1,1,1,2,2,2,2,1,1
"2454",2,1,50,11,1,1,1,1,11,NA,2,11,1,2,5,15,1,2,NA,NA,NA,NA,NA,NA,2,2,2,1,3
"2455",2,1,50,13,1,1,1,1,61,NA,2,11,1,1,3,16,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,3
"2456",1,1,50,13,3,1,1,1,12,NA,2,11,1,1,3,16,2,1,NA,NA,NA,NA,NA,NA,2,2,2,1,3
"2457",2,1,50,12,1,1,1,1,11,NA,2,11,1,1,4,12,1,1,2,2,2,2,2,2,2,2,2,2,3
"2458",2,1,50,12,1,1,1,1,11,NA,1,13,1,1,3,9,1,1,0,1,2,2,1,2,2,2,2,2,3
"2459",1,1,50,12,1,1,1,1,11,NA,2,11,2,3,5,13,1,1,3,2,2,2,2,2,2,2,2,2,3
"2460",2,1,50,12,1,1,1,1,12,NA,2,11,3,2,3,14,1,1,0,2,2,2,1,2,2,2,2,2,1
"2461",2,1,50,13,1,1,1,1,11,NA,2,11,1,2,5,10,1,2,6,2,2,2,1,2,2,2,2,1,3
"2462",2,1,50,13,1,2,1,1,11,NA,2,11,2,2,5,10,1,2,0,2,2,2,1,2,2,2,2,1,3
